GeneID	Length	#Reads	EC#	RPKM	Eukaryota	Archaea	Bacteria	Bacteroidetes	Actinobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteria	Alphaproteobacteria	Firmicutes	Bacilli	Clostridia	Lachnospiraceae	Eubacteriaceae	Ruminococcaceae	Clostridiaceae	Oscillospiraceae	Other
gi|484006680|ref|NZ_KB894545.1|:50630-51631|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XUZ4|UniRef50_R6XUZ4	1002	1	0.0.0.0	41.0971830018106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698.65211103078
gi|484006665|ref|NZ_KB894543.1|:c168743-167745|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XWV4|UniRef50_R5VXW8	999	1	0.0.0.0	41.22059796578	0	0	41.22059796578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006694|ref|NZ_KB894547.1|:c11549-10554|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI00036ECC1C|UniRef50_J9FDT8	996	1	0.0.0.0	41.3447563933878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702.860858687592
gi|484006649|ref|NZ_KB894542.1|:299334-300332|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XNA0|UniRef50_R6XNA0	999	2	0.0.0.0	82.44119593156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1401.50033083652
gi|484006649|ref|NZ_KB894542.1|:382748-383713|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z1Y9|UniRef50_I3YPS4	966	4	0.0.0.0	170.515020156581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2898.75534266187
gi|484006649|ref|NZ_KB894542.1|:c276932-275967|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XN79|UniRef50_I3YP48	966	1	0.0.0.0	42.6287550391451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724.688835665467
gi|484006637|ref|NZ_KB894541.1|:c282103-281138|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YIJ3|UniRef50_I3YIJ3	966	1	0.0.0.0	42.6287550391451	0	0	0	42.6287550391451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006673|ref|NZ_KB894544.1|:69281-70252|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YR67|UniRef50_Q7UQJ2	972	1	0.0.0.0	42.3656145759405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720.215447790989
gi|484006746|ref|NZ_KB894552.1|:70675-71646|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XSM8|UniRef50_R6XSM8	972	3	0.0.0.0	127.096843727822	0	0	127.096843727822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006680|ref|NZ_KB894545.1|:c149709-148750|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6YAB4|UniRef50_R6VQX0	960	3	0.0.0.0	128.685554274419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2187.65442266513
gi|484006637|ref|NZ_KB894541.1|:322873-323832|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YIF1|UniRef50_R7JMJ5	960	8	0.0.0.0	343.161478065118	0	0	0	128.685554274419	0	0	0	0	0	0	0	0	0	0	0	0	0	3646.09070444188
gi|484006694|ref|NZ_KB894547.1|:272763-273722|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XXJ1|UniRef50_R6XXJ1	960	2	0.0.0.0	85.7903695162796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1458.43628177675
gi|484006723|ref|NZ_KB894550.1|:c73304-72345|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI00036B032F|UniRef50_W6S650	960	7	0.0.0.0	300.266293306979	0	0	0	0	0	0	0	0	85.7903695162796	0	0	0	0	0	0	0	0	3646.09070444188
gi|484006649|ref|NZ_KB894542.1|:233058-234023|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YP14|UniRef50_R6Y172	966	5	0.0.0.0	213.143775195726	0	0	0	85.2575100782903	0	0	0	0	0	0	0	0	0	0	0	0	0	2174.0665069964
gi|484006685|ref|NZ_KB894546.1|:222768-223730|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6YBB8|UniRef50_A5FEC6	963	1	1.2.1.38	42.7615548990802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726.946433284363
gi|484006685|ref|NZ_KB894546.1|:167226-168197|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YM81|UniRef50_G8TIS7	972	5	0.0.0.0	211.828072879703	0	0	0	127.096843727822	0	0	0	0	84.7312291518811	0	0	0	0	0	0	0	0	0
gi|484006694|ref|NZ_KB894547.1|:65880-66860|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YND9|UniRef50_Q11RE2	981	2	2.7.1.11	83.953878425717	0	0	41.9769392128585	41.9769392128585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006757|ref|NZ_KB894553.1|:59787-60770|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQ83|UniRef50_A6LA76	984	17	3.5.1.2	711.432332574026	0	0	0	334.791685917189	41.8489607396486	0	0	0	0	0	0	0	0	0	0	0	0	5691.45866059221
gi|484006723|ref|NZ_KB894550.1|:71251-72234|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XKB0|UniRef50_F8G474	984	7	0.0.0.0	292.94272517754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4980.02632801818
gi|484006685|ref|NZ_KB894546.1|:c253197-252223|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XQD8|UniRef50_D4IMG6	975	6	0.0.0.0	253.411553032703	0	0	0	253.411553032703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006723|ref|NZ_KB894550.1|:c21361-20387|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y648|UniRef50_R6W3Q2	975	2	0.0.0.0	84.4705176775676	0	0	0	84.4705176775676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006694|ref|NZ_KB894547.1|:c248510-247539|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YMT1|UniRef50_I3YMT1	972	2	0.0.0.0	84.7312291518811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1440.43089558198
gi|484006703|ref|NZ_KB894548.1|:c18229-17252|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XQP3|UniRef50_R7ANR0	978	1	0.0.0.0	42.1057028300759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715.79694811129
gi|484006665|ref|NZ_KB894543.1|:68516-69496|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI00036D62F3|UniRef50_R7JJ70	981	1	0.0.0.0	41.9769392128585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713.607966618595
gi|484006637|ref|NZ_KB894541.1|:c507731-506754|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y7Y0|UniRef50_C7PC56	978	1	4.2.3.5	42.1057028300759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715.79694811129
gi|484006637|ref|NZ_KB894541.1|:119375-120652|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI00037C298E|UniRef50_UPI00037C298E	1278	1	0.0.0.0	32.2217350295886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547.769495503006
gi|484006673|ref|NZ_KB894544.1|:c53862-52588|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y7G9|UniRef50_R6XGL1	1275	2	0.0.0.0	64.595101753434	0	0	0	64.595101753434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006637|ref|NZ_KB894541.1|:c320244-318970|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_D4IP98|UniRef50_R6DI84	1275	2	3.6.4.12	64.595101753434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098.11672980838
gi|484006637|ref|NZ_KB894541.1|:289119-290396|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YII8|UniRef50_Q7WK82	1278	2	0.0.0.0	64.4434700591772	0	0	0	64.4434700591772	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006649|ref|NZ_KB894542.1|:457103-458380|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y8R0|UniRef50_R5UGU6	1278	2	0.0.0.0	64.4434700591772	0	0	0	0	0	0	0	32.2217350295886	0	0	0	0	0	0	0	0	0	547.769495503006
gi|484006673|ref|NZ_KB894544.1|:c287531-286251|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6W1I4|UniRef50_Q73WG1	1281	1	2.1.2.1	32.1462742918144	0	0	0	0	0	0	0	0	32.1462742918144	0	0	0	0	0	0	0	0	0
gi|484006637|ref|NZ_KB894541.1|:c87882-86617|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XK47|UniRef50_R6XK47	1266	2	4.1.1.36	65.0543086379371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1105.92324684493
gi|484006757|ref|NZ_KB894553.1|:c66694-65429|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R5UG47|UniRef50_Q11UE6	1266	1	6.3.4.4	32.5271543189686	0	0	0	32.5271543189686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006649|ref|NZ_KB894542.1|:182363-183625|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YNU6|UniRef50_I3YNU6	1263	3	0.0.0.0	97.8132479045468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1662.8252143773
gi|484006649|ref|NZ_KB894542.1|:c289930-288668|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YP65|UniRef50_C9TSX3	1263	5	0.0.0.0	163.022079840911	0	32.6044159681823	0	0	0	0	32.6044159681823	0	0	0	0	0	0	0	0	0	0	1662.8252143773
gi|484006649|ref|NZ_KB894542.1|:c150331-149057|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI00036DAC38|UniRef50_UPI00036DAC38	1275	1	0.0.0.0	32.297550876717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549.058364904189
gi|484006685|ref|NZ_KB894546.1|:c40937-39648|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y998|UniRef50_D4IKC6	1290	1	4.2.3.1	31.9219979595459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542.67396531228
gi|484006680|ref|NZ_KB894545.1|:35072-36361|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI0003AA170C|UniRef50_R5UG98	1290	2	0.0.0.0	63.8439959190918	0	0	0	31.9219979595459	0	0	0	0	0	0	0	0	0	0	0	0	0	542.67396531228
gi|484006736|ref|NZ_KB894551.1|:34384-35679|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y3U4|UniRef50_F4GI32	1296	1	1.1.1.23	31.7742109319554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540.161585843242
gi|484006637|ref|NZ_KB894541.1|:c236192-234900|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YIR5|UniRef50_R6SXR0	1293	3	0.0.0.0	95.5437989972487	0	0	0	31.8479329990829	0	0	0	0	0	0	0	0	0	0	0	0	0	1082.82972196882
gi|484006685|ref|NZ_KB894546.1|:c274925-273645|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YLV6|UniRef50_R5WUJ1	1281	4	0.0.0.0	128.585097167257	0	0	32.1462742918144	32.1462742918144	0	0	0	0	0	0	0	0	0	0	0	0	0	1092.97332592169
gi|484006637|ref|NZ_KB894541.1|:470717-472003|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y6K9|UniRef50_Q64PR7	1287	2	0.0.0.0	63.9928164223997	0	0	0	31.9964082111998	0	0	0	0	0	0	0	0	0	0	0	0	0	543.938939590397
gi|484006637|ref|NZ_KB894541.1|:471997-473286|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z1F4|UniRef50_R6Z1F4	1290	2	0.0.0.0	63.8439959190918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085.34793062456
gi|484006685|ref|NZ_KB894546.1|:c256329-255043|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XW64|UniRef50_R6XTA9	1287	8	0.0.0.0	255.971265689599	0	0	0	95.9892246335995	31.9964082111998	0	0	0	0	0	0	0	0	0	0	0	0	2175.75575836159
gi|484006673|ref|NZ_KB894544.1|:c80645-79359|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y233|UniRef50_R6VFL5	1287	2	0.0.0.0	63.9928164223997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1087.87787918079
gi|484006665|ref|NZ_KB894543.1|:386241-387527|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XRE1|UniRef50_R6XRE1	1287	1	0.0.0.0	31.9964082111998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543.938939590397
gi|484006673|ref|NZ_KB894544.1|:c340069-338828|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XSP8|UniRef50_R5RR90	1242	2	3.5.2.7	66.3113967275591	0	0	0	33.1556983637795	0	0	0	0	0	0	0	0	0	0	0	0	0	563.646872184252
gi|484006649|ref|NZ_KB894542.1|:386750-387988|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI000372C172|UniRef50_I3YPS6	1239	3	0.0.0.0	99.7079355152886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1695.03490375991
gi|484006637|ref|NZ_KB894541.1|:379191-380435|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YIB7|UniRef50_F0P010	1245	2	0.0.0.0	66.1516102294204	0	0	0	33.0758051147102	0	0	0	0	0	0	0	0	0	0	0	0	0	562.288686950073
gi|484006673|ref|NZ_KB894544.1|:33683-34927|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z2D5|UniRef50_I3YR99	1245	4	0.0.0.0	132.303220458841	0	0	0	0	33.0758051147102	0	0	0	0	0	0	0	0	0	0	0	0	1686.86606085022
gi|484006694|ref|NZ_KB894547.1|:216565-217806|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z4F1|UniRef50_R6VH71	1242	5	0.0.0.0	165.778491818898	0	0	0	0	0	0	33.1556983637795	0	0	0	0	0	0	0	0	0	0	2254.58748873701
gi|484006649|ref|NZ_KB894542.1|:418946-420175|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XS20|UniRef50_R6XS20	1230	10	0.0.0.0	334.791685917189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5691.45866059221
gi|484006680|ref|NZ_KB894545.1|:225325-226557|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XPK2|UniRef50_P52067	1233	2	0.0.0.0	66.7954215211909	0	0	0	0	0	0	33.3977107605955	0	0	0	0	0	0	0	0	0	0	567.761082930123
gi|484006703|ref|NZ_KB894548.1|:c9868-8636|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YHN4|UniRef50_R7LCU5	1233	6	0.0.0.0	200.386264563573	0	0	33.3977107605955	133.590843042382	0	0	0	0	0	0	0	0	0	0	0	0	0	567.761082930123
gi|484006649|ref|NZ_KB894542.1|:c321971-320712|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI0003A32082|UniRef50_R5AV72	1260	8	0.0.0.0	261.45636424009	0	0	0	163.410227650056	0	0	0	0	0	0	0	0	0	0	0	0	0	1666.78432203057
gi|484006673|ref|NZ_KB894544.1|:70412-71671|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XSG2|UniRef50_F9Z3I2	1260	3	0.0.0.0	98.0461365900338	0	0	0	32.6820455300113	0	0	0	0	0	0	0	0	0	0	0	0	0	1111.18954802038
gi|484006637|ref|NZ_KB894541.1|:104641-105897|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_unknown|UniRef50_R6VYN0	1257	1	2.7.2.4	32.7600456386748	0	0	0	32.7600456386748	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006665|ref|NZ_KB894543.1|:c112042-110780|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YLE8|UniRef50_Q7MU77	1263	1	2.7.2.3	32.6044159681823	0	0	0	32.6044159681823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006703|ref|NZ_KB894548.1|:c108221-106962|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YPM7|UniRef50_R6E2R1	1260	1	0.0.0.0	32.6820455300113	0	0	32.6820455300113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006685|ref|NZ_KB894546.1|:214658-215905|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y3M8|UniRef50_R5W3Q1	1248	3	3.1.11.6	98.9888879033995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1682.81109435779
gi|484006637|ref|NZ_KB894541.1|:477408-478655|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YI43|UniRef50_P73283	1248	6	0.0.0.0	197.977775806799	0	0	32.9962959677998	164.981479838999	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006637|ref|NZ_KB894541.1|:c602960-601716|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z324|UniRef50_R6Z324	1245	1	0.0.0.0	33.0758051147102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562.288686950073
gi|484006649|ref|NZ_KB894542.1|:c441247-440003|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y8S3|UniRef50_R6Y8S3	1245	1	0.0.0.0	33.0758051147102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562.288686950073
gi|484006637|ref|NZ_KB894541.1|:c221332-220079|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y310|UniRef50_R6VN16	1254	4	0.0.0.0	131.353675814399	0	0	0	32.8384189535998	0	0	0	0	0	0	0	0	0	0	0	0	0	1674.75936663359
gi|484006637|ref|NZ_KB894541.1|:c580000-578750|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z304|UniRef50_Q3B2U3	1251	1	1.2.1.41	32.9171681597236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559.591858715301
gi|484006673|ref|NZ_KB894544.1|:75692-76942|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z4A0|UniRef50_R6Z4A0	1251	3	0.0.0.0	98.7515044791708	0	0	0	0	32.9171681597236	0	0	0	0	0	0	0	0	0	0	0	0	1119.1837174306
gi|484006665|ref|NZ_KB894543.1|:c390489-389149|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6YCB5|UniRef50_D6D184	1341	1	0.0.0.0	30.7079622429636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522.035358130381
gi|484006680|ref|NZ_KB894545.1|:c221117-219777|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y2U6|UniRef50_C6X591	1341	4	0.0.0.0	122.831848971854	0	0	0	61.4159244859272	0	61.4159244859272	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006694|ref|NZ_KB894547.1|:254915-256252|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_D4INE4|UniRef50_B2RKJ1	1338	8	0.0.0.0	246.21451340995	0	0	0	184.660885057463	0	0	0	0	0	0	0	0	0	0	0	0	0	1046.41168199229
gi|484006649|ref|NZ_KB894542.1|:41205-42545|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XXU3|UniRef50_D4IQH0	1341	1	1.1.1.261	30.7079622429636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522.035358130381
gi|484006637|ref|NZ_KB894541.1|:529243-530583|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_D4ILJ9|UniRef50_I3YHU2	1341	6	0.0.0.0	184.247773457782	0	0	0	122.831848971854	0	0	30.7079622429636	0	0	0	0	0	0	0	0	0	0	522.035358130381
gi|484006637|ref|NZ_KB894541.1|:c251971-250628|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YIL8|UniRef50_R7JJX6	1344	1	6.3.4.19	30.6394176843856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520.870100634555
gi|484006637|ref|NZ_KB894541.1|:541098-542441|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YHT1|UniRef50_R5RU06	1344	2	0.0.0.0	61.2788353687711	0	0	0	30.6394176843856	0	0	0	0	0	0	0	0	0	0	0	0	0	520.870100634555
gi|484006673|ref|NZ_KB894544.1|:211755-213098|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQW9|UniRef50_I4AI14	1344	2	6.1.1.21	61.2788353687711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041.74020126911
gi|484006711|ref|NZ_KB894549.1|:c85473-84145|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI000373162B|UniRef50_I3YHH7	1329	1	0.0.0.0	30.9852350397398	0	0	30.9852350397398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006694|ref|NZ_KB894547.1|:266105-267436|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YMR8|UniRef50_Q04IA2	1332	1	5.3.1.9	30.915448474335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525.562624063695
gi|484006673|ref|NZ_KB894544.1|:c175131-173803|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI00036AAD48|UniRef50_R6IUU5	1329	1	0.0.0.0	30.9852350397398	0	0	0	30.9852350397398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006694|ref|NZ_KB894547.1|:64414-65748|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XRG9|UniRef50_R5UAP8	1335	12	0.0.0.0	370.151706676982	0	30.8459755564151	0	123.383902225661	0	0	0	0	0	0	0	0	0	0	0	0	0	3670.6710912134
gi|484006649|ref|NZ_KB894542.1|:c451406-450069|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XN11|UniRef50_R5ICF6	1338	1	0.0.0.0	30.7768141762438	0	0	0	30.7768141762438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006649|ref|NZ_KB894542.1|:180188-181525|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y115|UniRef50_R7JQX9	1338	4	0.0.0.0	123.107256704975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2092.82336398458
gi|484006757|ref|NZ_KB894553.1|:c79367-78018|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XWR3|UniRef50_R6VKN8	1350	7	0.0.0.0	213.52269746274	0	0	0	122.012969978709	0	0	0	0	30.5032424946772	0	0	0	0	0	0	0	0	1037.11024481902
gi|484006649|ref|NZ_KB894542.1|:351346-352704|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_unknown|UniRef50_U5Q3B6	1359	1	2.8.4.3	30.3012342662356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515.120982526005
gi|484006637|ref|NZ_KB894541.1|:c90732-89368|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XQQ9|UniRef50_R6XQQ9	1365	1	0.0.0.0	30.1680420277027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512.856714470946
gi|484006673|ref|NZ_KB894544.1|:c51206-49845|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XLS7|UniRef50_R6XLS7	1362	4	0.0.0.0	120.937965837927	0	0	0	0	30.2344914594818	0	0	0	0	0	0	0	0	0	0	0	0	1541.95906443357
gi|484006680|ref|NZ_KB894545.1|:305370-306731|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YKV3|UniRef50_P76269	1362	1	0.0.0.0	30.2344914594818	0	0	0	30.2344914594818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006673|ref|NZ_KB894544.1|:c182339-180978|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQZ4|UniRef50_Q9V150	1362	4	4.2.1.20	120.937965837927	0	0	0	60.4689829189636	30.2344914594818	0	0	0	0	0	0	0	0	0	0	0	0	513.98635481119
gi|484006673|ref|NZ_KB894544.1|:c11815-10463|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Y7I9|UniRef50_R7JIL7	1353	2	0.0.0.0	60.871215621307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1034.81066556222
gi|484006665|ref|NZ_KB894543.1|:c103341-101989|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XYS8|UniRef50_R6DYE0	1353	2	0.0.0.0	60.871215621307	0	0	0	0	0	30.4356078106535	0	0	0	0	0	0	0	0	0	0	0	517.40533278111
gi|484006736|ref|NZ_KB894551.1|:c79214-77859|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQD8|UniRef50_E1WWH6	1356	3	1.6.5.8	91.1048171854296	0	0	0	60.7365447902864	0	0	0	0	0	0	0	0	0	0	0	0	0	516.260630717435
gi|484006769|ref|NZ_KB894554.1|:2068-3426|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_UPI00036349E7|UniRef50_R6XWS4	1359	1	0.0.0.0	30.3012342662356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515.120982526005
gi|484006637|ref|NZ_KB894541.1|:c200730-199375|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XPR9|UniRef50_I3YIU1	1356	1	0.0.0.0	30.3682723951432	0	0	0	30.3682723951432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi|484006673|ref|NZ_KB894544.1|:203970-205325|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_I3YQX6|UniRef50_I3YQX6	1356	8	0.0.0.0	242.946179161146	0	0	0	151.841361975716	0	0	0	0	0	0	0	0	0	0	0	0	0	1548.7818921523
gi|484006673|ref|NZ_KB894544.1|:c106276-104948|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6Z477|UniRef50_R6VH72	1329	1	0.0.0.0	30.9852350397398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526.748995675577
gi|484006665|ref|NZ_KB894543.1|:75443-76747|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_E4MFJ8|UniRef50_R7JHL9	1305	3	0.0.0.0	94.6652353283085	0	0	0	63.110156885539	0	0	31.5550784427695	0	0	0	0	0	0	0	0	0	0	0
gi|484006649|ref|NZ_KB894542.1|:c345121-343817|328813|g__Alistipes.s__Alistipes_onderdonkii|UniRef90_R6XR46|UniRef50_R6XR46	1305	2	0.0.0.0	63.110156885539	0	0	0	31.5550784427695	0	0	0	0	0	0	0	0	0	0	0	0	0	536.436333527082
